Pääluokan numero;Pääluokan nimi;Menoluvun numero;Menoluvun nimi;Menomomentin numero;Menomomentin nimi;Menomomentin info-osa;Määräraha;Aiemmin budjetoitu IX lisätalousarvio 2023;Aiemmin budjetoitu VIII lisätalousarvio 2023;Aiemmin budjetoitu VII lisätalousarvio 2023;Aiemmin budjetoitu VI lisätalousarvio 2023;Aiemmin budjetoitu V lisätalousarvio 2023;Aiemmin budjetoitu IV lisätalousarvio 2023;Aiemmin budjetoitu III lisätalousarvio 2023;Aiemmin budjetoitu II lisätalousarvio 2023;Aiemmin budjetoitu I lisätalousarvio 2023;Aiemmin budjetoitu 2023;Toteutuma 2023;Toteutuma 2022
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";22;"Luonnonvara- ja biotalouden edistäminen";"";4204000;;;;;;;;;;14966000;;31976833
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";31;"Vesi- ja kalataloushankkeiden tukeminen";"";4636000;;;;;;;;;;8736000;;11136000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";40;"Eräät luonnonvaratalouden korvaukset";"";1541000;;;;;;;;;;1632000;;1856569
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";41;"Hirvieläinten aiheuttamien vahinkojen korvaaminen";"";3590000;;;;;;;;;;4760000;;4760000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";42;"Petoeläinten aiheuttamien vahinkojen korvaaminen";"";8850000;;;;;;;;;;8850000;;9550000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";44;"Tuki puuntuotannon kestävyyden turvaamiseen";"";38377000;;;;;;;;;;47497000;;36899699
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";45;"Metsäluonnon hoidon edistäminen";"";8027000;;;;;;;;;;17500000;;7527000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";46;"Valtionavustus Suomen metsäkeskukselle";"";43025000;;;;;;;;;;45069000;;43835000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";47;"Tuki joutoalueiden metsitykseen";"";3490000;;;;;;;;;;5400000;;6060000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";50;"Riistatalouden edistäminen";"";12908000;;;;;;;;;;13059000;;14498000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";51;"Kalatalouden edistäminen";"";9739000;;;;;;;;;;10975000;;11975000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";53;"Eräät luonnonvaratalouden valtionavustukset";"";1132000;;;;;;;;;;1132000;;1132000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";40;"Luonnonvaratalous";62;"Elinkeinokalatalouden edistäminen";"";25282000;;;;;;;;;2129000;30414000;;31307000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";64;"Metsähallitus";50;"Metsähallituksen eräät julkiset hallintotehtävät";"";7344000;;;;;;;;;;8610000;;8656000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";70;"Maanmittaus ja asunto-osakkeiden kirjaaminen";01;"Maanmittauslaitoksen toimintamenot";"";51017000;;;;;;;;;72000;46184000;;45310000
30;"MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA";70;"Maanmittaus ja asunto-osakkeiden kirjaaminen";40;"Kiinteistötoimitusten tukemisesta aiheutuvat menot";"";2000000;;;;;;;;;;2000000;;3300000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";01;"Hallinto ja toimialan yhteiset menot";01;"Liikenne- ja viestintäministeriön toimintamenot";"";22900000;;;;;;;;;2700000;20448000;;17914000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";01;"Hallinto ja toimialan yhteiset menot";02;"Liikenne- ja viestintäviraston toimintamenot";"";96262000;;;;;;;;;-1015000;102894000;;99262000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";01;"Hallinto ja toimialan yhteiset menot";03;"Väyläviraston toimintamenot";"";62579000;;;;;;;;;;58442000;;56606000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";01;"Hallinto ja toimialan yhteiset menot";04;"Ilmatieteen laitoksen toimintamenot";"";49305000;;;;;;;;;;45198000;;53390000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";01;"Hallinto ja toimialan yhteiset menot";29;"Liikenne- ja viestintäministeriön hallinnonalan arvonlisäveromenot";"";420831000;;;;;;;;;;431250000;;520157936
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";10;"Liikenne- ja viestintäverkot";20;"Perusväylänpito";"";1284856000;;;;;;;;;140000;1314806000;;1460567000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";10;"Liikenne- ja viestintäverkot";30;"Avustukset liikenne- ja viestintäverkkoihin";"";19940000;;;;;;;;;;24530000;;43451000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";10;"Liikenne- ja viestintäverkot";31;"Eräät avustukset";"";12400000;;;;;;;;;;27650000;;74700000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";10;"Liikenne- ja viestintäverkot";76;"Maa- ja vesialueiden hankinnat ja korvaukset";"";34997000;;;;;;;;;;34997000;;17067664
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";10;"Liikenne- ja viestintäverkot";77;"Väyläverkon kehittäminen";"";286100000;;;;;;;;;7154000;414700000;;458176000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";10;"Liikenne- ja viestintäverkot";78;"Eräät väylähankkeet";"";0;;;;;;;;;0;;;0
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";10;"Liikenne- ja viestintäverkot";79;"Elinkaarirahoitushankkeet";"";104000000;;;;;;;;;;108000000;;83000000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";20;"Liikenteen ja viestinnän palvelut";20;"Saaristo- ja yhteysalusliikenteen ostot ja kehittäminen";"";20386000;;;;;;;;;;17886000;;20386000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";20;"Liikenteen ja viestinnän palvelut";43;"Meriliikenteessä käytettävien alusten kilpailukyvyn parantaminen";"";89000000;;;;;;;;;;89000000;;75805381
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";20;"Liikenteen ja viestinnän palvelut";50;"Valtionavustus valtakunnallisen laajakaistahankkeen toteuttamiseen";"";0;;;;;;;;;;16950000;;23221000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";20;"Liikenteen ja viestinnän palvelut";51;"Avustukset liikenteen ja viestinnän palveluihin";"";28491000;;;;;;;;;7283000;28141000;;44012000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";20;"Liikenteen ja viestinnän palvelut";55;"Julkisen henkilöliikenteen palvelujen ostot ja kehittäminen";"";87424000;;;;;;;;;17000000;101724000;;200724000
31;"LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA";20;"Liikenteen ja viestinnän palvelut";60;"Siirto valtion televisio- ja radiorahastoon";"";595379000;;;;;;;;;;575802000;;556868000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";01;"Työ- ja elinkeinoministeriön toimintamenot";"";37729000;;;;;;;;;;36830000;;39436000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";02;"Elinkeino-, liikenne- ja ympäristökeskusten toimintamenot";"";216698000;;;;;;;;;200000;209985000;;201180000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";03;"Työ- ja elinkeinotoimistojen toimintamenot";"";287447000;;;;;;;;;4359000;278769000;;270625000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";04;"Geologian tutkimuskeskuksen toimintamenot";"";32968000;;;;;;;;;;31641000;;33773000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";05;"Innovaatiorahoituskeskus Business Finlandin toimintamenot";"";98926000;;;;;;;;;;102347000;;112446000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";06;"Kilpailu- ja kuluttajaviraston toimintamenot";"";20309000;;;;;;;;;;19300000;;19096000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";07;"Patentti- ja rekisterihallituksen toimintamenot";"";14661000;;;;;;;;;;10961000;;10236000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";08;"Turvallisuus- ja kemikaaliviraston toimintamenot";"";23534000;;;;;;;;;;22760000;;22865000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";09;"Energiaviraston toimintamenot";"";10220000;;;;;;;;;730000;9133000;;8659000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";10;"Digitalisaation kehittäminen";"";23700000;;;;;;;;;4000000;40500000;;37880000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";20;"Siviilipalvelus";"";6139000;;;;;;;;;;6139000;;5022041
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";29;"Työ- ja elinkeinoministeriön hallinnonalan arvonlisäveromenot";"";62072000;;;;;;;;;;62072000;;60150710
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";40;"Valtionavustus kestävää kasvupolitiikkaa edistäville toimijoille";"";2793000;;;;;;;;;;4421000;;7027000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";41;"Erityisavustus Teknologian tutkimuskeskus VTT Oy:n tutkimusinfrastruktuuriin";"";16600000;;;;;;;;;;6950000;;6000000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";49;"Valtionavustus Teknologian tutkimuskeskus VTT Oy:n toimintaan";"";98777000;;;;;;;;;;97020000;;101581000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";50;"Valtionavustus kuluttajajärjestölle";"";0;;;;;;;;;;1472000;;1322000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";51;"Valtion osuus merimiespalvelutoiminnasta";"";2572000;;;;;;;;;;2572000;;2231970
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";53;"Matkustajien paluukuljetukset ja korvaukset";"";400000;;;;;;;;;;400000;;400000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";66;"Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet";"";19456000;;;;;;;;;;18590000;;17714000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";01;"Hallinto";95;"Eräät oikeudenkäyntikulut ja korvaukset";"";50000;;;;;;;;;;50000;;37119
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";20;"Energiatehokkuuden ja uusiutuvan energian käytön edistäminen";"";3400000;;;;;;;;;;4400000;;4420000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";40;"Tutkimus-, kehittämis- ja innovaatiotoiminnan tukeminen";"";516180000;;;;;;;;;0;465488000;;309334374
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";41;"Energiatuki";"";460778000;;;;;;;;;;364090000;;30787456
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";43;"Energiaintensiivisen teollisuuden sähköistämistuki";"";150000000;;;;;;;;;;150000000;;63271972
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";46;"Laivanrakennuksen innovaatiotuki";"";24750000;;;;;;;;;;25343000;;10421199
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";47;"Julkisen liikennesähkön ja -kaasun lataus- ja tankkausinfrastruktuurin edistäminen";"";0;;;;;;;;;;21500000;;13200000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";48;"Uusiutuvan energian tuotantotuki";"";309131000;;;;;;;;;-45000000;135406000;;1616071
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";50;"EU-hankkeiden kansallinen vastinrahoitus korkeakouluille ja valtion tutkimuslaitoksille";"";40000000;;;;;;;;;;;;
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";83;"Lainat tutkimus- ja innovaatiotoimintaan";"";143680000;;;;;;;;;;157160000;;121984825
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";87;"Pääomalainat teollisuuden uudistumiseen ja yritysvetoisten liiketoimintaekosysteemien kehittämiseen";"";4000000;;;;;;;;;;8250000;;6000000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";88;"Pääomasijoitus Ilmastorahasto Oy:lle";"";0;;;;;;;;;;100000000;;0
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";20;"Uudistuminen ja vähähiilisyys";89;"Pääomasijoitus Lääkekehityskeskus Oy:lle";"";0;;;;;;;;;;20000000;;
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";33;"Turveyrittäjien avustaminen";"";0;;;;;;;;;-10000000;30585000;;0
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";35;"Valtion korvaus kunnille TE -palvelu-uudistuksen muutoskulujen kattamiseen ";"";34000000;;;;;;;;;;;;
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";40;"Alueiden kestävän kasvun ja elinvoiman tukeminen";"";9832000;;;;;;;;;0;8700000;;38420000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";41;"Valtionavustus Työkanava Oy:n toimintaan";"";5000000;;;;;;;;;;10000000;;10000000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";42;"Yritysten kehittämishankkeiden tukeminen";"";10200000;;;;;;;;;;25030000;;15037913
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";44;"Alueellinen kuljetustuki";"";6300000;;;;;;;;;;6300000;;6000000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";51;"Julkiset työvoima- ja yrityspalvelut";"";189176000;;;;;;;;;-2137000;220912000;;281235000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";52;"Palkkaturva";"";33460000;;;;;;;;;;33460000;;25928282
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";55;"Toimet työurien pidentämiseksi";"";58500000;;;;;;;;;9125000;22000000;;
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";64;"EU:n ja valtion rahoitusosuus EU:n alue- ja rakennepolitiikan ja muihin koheesiopolitiikan ohjelmiin";"";643967000;;;;;;;;;0;613316000;;358086463
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";87;"Pääomasijoitus Työkanava Oy:lle";"";0;;;;;;;;;;7000000;;10000000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";30;"Työllisyys ja yrittäjyys";95;"Vaikuttavuusinvestointien tuotonmaksu ";"";6000000;;;;;;;;;;8000000;;4223423
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";40;"Yritysten erityisrahoitus";42;"Valtiontuki sähköhuollon varmistamiseksi";"";900000;;;;;;;;;;1200000;;625650
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";40;"Yritysten erityisrahoitus";46;"Yöjunarungon vaunukaluston hankinta";"";2090000;;;;;;;;;;490000;;
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";40;"Yritysten erityisrahoitus";47;"Finnvera Oyj:n tappiokorvaukset";"";65436000;;;;;;;;;;65071000;;36534458
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";40;"Yritysten erityisrahoitus";48;"Korko- ja muu tuki julkisesti tuetuille vienti- ja alusluotoille";"";98900000;;;;;;;;;36200000;42400000;;77825340
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";40;"Yritysten erityisrahoitus";60;"Siirrot hallinnonalan rahastoihin";"";20000;;;;;;;;;;20000;;0
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";40;"Yritysten erityisrahoitus";82;"Lainat Finnvera Oyj:n varainhankintaan";"";10000;;;;;;;;;;10000;;0
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";40;"Yritysten erityisrahoitus";89;"Pääomasijoitus Business Finland Venture Capital Oy:lle";"";0;;;;;;;;;;110000000;;49400000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";40;"Yritysten erityisrahoitus";95;"Tuotonvaihtosopimus- ja suojausmenot";"";0;;;;;;;;;;73000;;2043344
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";50;"Kotoutuminen ja kansainvälinen osaaminen";03;"Kotoutumisen ja työvoiman maahanmuuton edistäminen";"";4851000;;;;;;;;;;7241000;;8491000
32;"TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA";50;"Kotoutuminen ja kansainvälinen osaaminen";30;"Valtion korvaukset kotoutumisen edistämisestä";"";396378000;;;;;;;;;-15000000;287012000;;140326221
